NZ_NBMV01000001.1_335	GCF_002894085.1_ASM289408v1_genomic	F0315_13
CALTUY010000072.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_14
NZ_KQ961853.1_109	GCF_001563665.1_ASM156366v1_genomic	F0315_14
NZ_NBMV01000001.1_378	GCF_002894085.1_ASM289408v1_genomic	F0315_14
CALTUY010000016.1_11	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_15
NZ_KQ961872.1_76	GCF_001563665.1_ASM156366v1_genomic	F0315_15
NZ_NBMV01000002.1_161	GCF_002894085.1_ASM289408v1_genomic	F0315_15
CALTUY010000075.1_5	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_16
NZ_KQ961872.1_63	GCF_001563665.1_ASM156366v1_genomic	F0315_16
NZ_NBMV01000002.1_175	GCF_002894085.1_ASM289408v1_genomic	F0315_16
CALTUY010000004.1_15	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_17
NZ_KQ961857.1_61	GCF_001563665.1_ASM156366v1_genomic	F0315_17
NZ_NBMV01000001.1_550	GCF_002894085.1_ASM289408v1_genomic	F0315_17
CALTUY010000001.1_57	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_18
NZ_KQ961854.1_2	GCF_001563665.1_ASM156366v1_genomic	F0315_18
NZ_NBMV01000004.1_2	GCF_002894085.1_ASM289408v1_genomic	F0315_18
CALTUY010000050.1_8	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_19
NZ_KQ961853.1_47	GCF_001563665.1_ASM156366v1_genomic	F0315_19
NZ_NBMV01000001.1_444	GCF_002894085.1_ASM289408v1_genomic	F0315_19
CALTUY010000018.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_20
NZ_KQ961856.1_1	GCF_001563665.1_ASM156366v1_genomic	F0315_20
NZ_NBMV01000002.1_258	GCF_002894085.1_ASM289408v1_genomic	F0315_20
CALTUY010000086.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_21
NZ_KQ961857.1_99	GCF_001563665.1_ASM156366v1_genomic	F0315_21
NZ_NBMV01000001.1_587	GCF_002894085.1_ASM289408v1_genomic	F0315_21
CALTUY010000091.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_22
NZ_KQ961867.1_3	GCF_001563665.1_ASM156366v1_genomic	F0315_22
NZ_NBMV01000002.1_81	GCF_002894085.1_ASM289408v1_genomic	F0315_22
CALTUY010000025.1_19	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_23
NZ_KQ961868.1_5	GCF_001563665.1_ASM156366v1_genomic	F0315_23
NZ_NBMV01000002.1_321	GCF_002894085.1_ASM289408v1_genomic	F0315_23
CALTUY010000037.1_10	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0315_24
NZ_KQ961871.1_6	GCF_001563665.1_ASM156366v1_genomic	F0315_24
NZ_NBMV01000001.1_702	GCF_002894085.1_ASM289408v1_genomic	F0315_24
NZ_KQ961875.1_1	GCF_001563665.1_ASM156366v1_genomic	F0583_01
NZ_NBMV01000001.1_715	GCF_002894085.1_ASM289408v1_genomic	F0583_01
CALTUY010000071.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_02
NZ_KQ961853.1_57	GCF_001563665.1_ASM156366v1_genomic	F0583_02
NZ_NBMV01000001.1_434	GCF_002894085.1_ASM289408v1_genomic	F0583_02
NZ_NBMV01000001.1_778	GCF_002894085.1_ASM289408v1_genomic	F0583_03
CALTUY010000023.1_12	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_04
NZ_KQ961866.1_2	GCF_001563665.1_ASM156366v1_genomic	F0583_04
NZ_NBMV01000002.1_357	GCF_002894085.1_ASM289408v1_genomic	F0583_04
CALTUY010000032.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_05
NZ_KQ961866.1_23	GCF_001563665.1_ASM156366v1_genomic	F0583_05
NZ_NBMV01000002.1_336	GCF_002894085.1_ASM289408v1_genomic	F0583_05
CALTUY010000002.1_12	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_06
NZ_KQ961877.1_30	GCF_001563665.1_ASM156366v1_genomic	F0583_06
NZ_NBMV01000001.1_150	GCF_002894085.1_ASM289408v1_genomic	F0583_06
CALTUY010000031.1_9	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_07
CALTUY010000026.1_7	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_08
NZ_KQ961867.1_81	GCF_001563665.1_ASM156366v1_genomic	F0583_08
NZ_NBMV01000001.1_67	GCF_002894085.1_ASM289408v1_genomic	F0583_08
NZ_NBMV01000011.1_1	GCF_002894085.1_ASM289408v1_genomic	F0583_09
CALTUY010000006.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_10
NZ_KQ961857.1_125	GCF_001563665.1_ASM156366v1_genomic	F0583_10
NZ_NBMV01000001.1_612	GCF_002894085.1_ASM289408v1_genomic	F0583_10
CALTUY010000024.1_18	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_11
NZ_KQ961853.1_63	GCF_001563665.1_ASM156366v1_genomic	F0583_11
NZ_NBMV01000001.1_428	GCF_002894085.1_ASM289408v1_genomic	F0583_11
CALTUY010000035.1_8	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_12
NZ_KQ961851.1_7	GCF_001563665.1_ASM156366v1_genomic	F0583_12
NZ_NBMV01000001.1_313	GCF_002894085.1_ASM289408v1_genomic	F0583_12
CALTUY010000021.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_13
NZ_KQ961853.1_165	GCF_001563665.1_ASM156366v1_genomic	F0583_13
NZ_NBMV01000001.1_322	GCF_002894085.1_ASM289408v1_genomic	F0583_13
CALTUY010000032.1_8	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0583_14
NZ_KQ961866.1_29	GCF_001563665.1_ASM156366v1_genomic	F0583_14
NZ_NBMV01000002.1_331	GCF_002894085.1_ASM289408v1_genomic	F0583_14
CALTUY010000036.1_4	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0992_1
NZ_KQ961872.1_38	GCF_001563665.1_ASM156366v1_genomic	F0992_1
NZ_NBMV01000002.1_199	GCF_002894085.1_ASM289408v1_genomic	F0992_1
CALTUY010000035.1_5	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0992_2
NZ_KQ961851.1_4	GCF_001563665.1_ASM156366v1_genomic	F0992_2
NZ_NBMV01000001.1_316	GCF_002894085.1_ASM289408v1_genomic	F0992_2
NZ_NBMV01000050.1_1	GCF_002894085.1_ASM289408v1_genomic	F0992_3
CALTUY010000060.1_6	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0992_4
NZ_KQ961853.1_149	GCF_001563665.1_ASM156366v1_genomic	F0992_4
NZ_NBMV01000001.1_338	GCF_002894085.1_ASM289408v1_genomic	F0992_4
CALTUY010000085.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0992_5
NZ_KQ961870.1_5	GCF_001563665.1_ASM156366v1_genomic	F0992_5
NZ_NBMV01000001.1_693	GCF_002894085.1_ASM289408v1_genomic	F0992_5
CALTUY010000030.1_10	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0992_6
NZ_KQ961853.1_14	GCF_001563665.1_ASM156366v1_genomic	F0992_6
NZ_NBMV01000001.1_477	GCF_002894085.1_ASM289408v1_genomic	F0992_6
CALTUY010000001.1_64	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0992_7
NZ_KQ961862.1_17	GCF_001563665.1_ASM156366v1_genomic	F0992_7
NZ_NBMV01000001.1_286	GCF_002894085.1_ASM289408v1_genomic	F0992_7
CALTUY010000039.1_4	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0429_1
NZ_KQ961866.1_18	GCF_001563665.1_ASM156366v1_genomic	F0429_1
NZ_NBMV01000002.1_341	GCF_002894085.1_ASM289408v1_genomic	F0429_1
CALTUY010000023.1_10	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0429_2
NZ_KQ961866.1_4	GCF_001563665.1_ASM156366v1_genomic	F0429_2
NZ_NBMV01000002.1_355	GCF_002894085.1_ASM289408v1_genomic	F0429_2
CALTUY010000014.1_4	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0429_3
NZ_KQ961872.1_105	GCF_001563665.1_ASM156366v1_genomic	F0429_3
NZ_NBMV01000002.1_132	GCF_002894085.1_ASM289408v1_genomic	F0429_3
CALTUY010000070.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0429_4
NZ_KQ961872.1_126	GCF_001563665.1_ASM156366v1_genomic	F0429_4
NZ_NBMV01000002.1_111	GCF_002894085.1_ASM289408v1_genomic	F0429_4
CALTUY010000038.1_11	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0429_5
CALTUY010000085.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0429_6
NZ_KQ961870.1_4	GCF_001563665.1_ASM156366v1_genomic	F0429_6
NZ_NBMV01000001.1_694	GCF_002894085.1_ASM289408v1_genomic	F0429_6
CALTUY010000094.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0429_7
NZ_KQ961865.1_3	GCF_001563665.1_ASM156366v1_genomic	F0429_7
CALTUY010000036.1_8	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0072_1
NZ_KQ961872.1_34	GCF_001563665.1_ASM156366v1_genomic	F0072_1
NZ_NBMV01000002.1_203	GCF_002894085.1_ASM289408v1_genomic	F0072_1
NZ_KQ961865.1_10	GCF_001563665.1_ASM156366v1_genomic	F0072_2
NZ_NBMV01000001.1_683	GCF_002894085.1_ASM289408v1_genomic	F0072_2
NZ_KQ961863.1_3	GCF_001563665.1_ASM156366v1_genomic	F0072_3
NZ_NBMV01000001.1_680	GCF_002894085.1_ASM289408v1_genomic	F0072_3
NZ_NBMV01000001.1_698	GCF_002894085.1_ASM289408v1_genomic	F0072_3
CALTUY010000048.1_9	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0072_4
NZ_KQ961872.1_51	GCF_001563665.1_ASM156366v1_genomic	F0072_4
NZ_NBMV01000002.1_186	GCF_002894085.1_ASM289408v1_genomic	F0072_4
NZ_KQ961865.1_2	GCF_001563665.1_ASM156366v1_genomic	F0072_5
CALTUY010000006.1_7	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0072_6
NZ_KQ961857.1_131	GCF_001563665.1_ASM156366v1_genomic	F0072_6
NZ_NBMV01000001.1_618	GCF_002894085.1_ASM289408v1_genomic	F0072_6
CALTUY010000073.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0662_1
NZ_KQ961853.1_59	GCF_001563665.1_ASM156366v1_genomic	F0662_1
NZ_NBMV01000001.1_432	GCF_002894085.1_ASM289408v1_genomic	F0662_1
CALTUY010000084.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0662_2
NZ_KQ961847.1_22	GCF_001563665.1_ASM156366v1_genomic	F0662_2
NZ_NBMV01000001.1_36	GCF_002894085.1_ASM289408v1_genomic	F0662_2
CALTUY010000018.1_19	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0662_3
NZ_KQ961872.1_5	GCF_001563665.1_ASM156366v1_genomic	F0662_3
NZ_NBMV01000002.1_240	GCF_002894085.1_ASM289408v1_genomic	F0662_3
CALTUY010000028.1_11	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0662_4
NZ_KQ961872.1_97	GCF_001563665.1_ASM156366v1_genomic	F0662_4
NZ_NBMV01000002.1_140	GCF_002894085.1_ASM289408v1_genomic	F0662_4
CALTUY010000003.1_25	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F1036_1
NZ_KQ961867.1_98	GCF_001563665.1_ASM156366v1_genomic	F1036_1
NZ_NBMV01000001.1_10	GCF_002894085.1_ASM289408v1_genomic	F1036_1
CALTUY010000003.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F1036_2
NZ_KQ961847.1_29	GCF_001563665.1_ASM156366v1_genomic	F1036_2
NZ_NBMV01000001.1_28	GCF_002894085.1_ASM289408v1_genomic	F1036_2
CALTUY010000035.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F1036_3
NZ_KQ961851.1_1	GCF_001563665.1_ASM156366v1_genomic	F1036_3
NZ_NBMV01000001.1_319	GCF_002894085.1_ASM289408v1_genomic	F1036_3
CALTUY010000003.1_21	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F1036_4
NZ_KQ961867.1_102	GCF_001563665.1_ASM156366v1_genomic	F1036_4
NZ_NBMV01000001.1_14	GCF_002894085.1_ASM289408v1_genomic	F1036_4
CALTUY010000033.1_9	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0136_1
NZ_KQ961869.1_29	GCF_001563665.1_ASM156366v1_genomic	F0136_1
NZ_NBMV01000001.1_650	GCF_002894085.1_ASM289408v1_genomic	F0136_1
NZ_KQ961852.1_1	GCF_001563665.1_ASM156366v1_genomic	F0136_2
CALTUY010000076.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0136_3
NZ_KQ961852.1_2	GCF_001563665.1_ASM156366v1_genomic	F0136_3
NZ_NBMV01000001.1_224	GCF_002894085.1_ASM289408v1_genomic	F0136_3
CALTUY010000067.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0136_4
CALTUY010000067.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0136_5
NZ_KQ961850.1_45	GCF_001563665.1_ASM156366v1_genomic	F0136_5
NZ_NBMV01000001.1_225	GCF_002894085.1_ASM289408v1_genomic	F0136_5
CALTUY010000003.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0584_1
CALTUY010000033.1_4	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0584_1
NZ_KQ961869.1_24	GCF_001563665.1_ASM156366v1_genomic	F0584_1
CALTUY010000048.1_10	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0584_2
NZ_KQ961872.1_50	GCF_001563665.1_ASM156366v1_genomic	F0584_2
NZ_NBMV01000002.1_187	GCF_002894085.1_ASM289408v1_genomic	F0584_2
CALTUY010000016.1_16	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0584_3
NZ_KQ961872.1_72	GCF_001563665.1_ASM156366v1_genomic	F0584_3
NZ_NBMV01000002.1_166	GCF_002894085.1_ASM289408v1_genomic	F0584_3
CALTUY010000045.1_8	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0584_4
NZ_KQ961865.1_6	GCF_001563665.1_ASM156366v1_genomic	F0584_4
CALTUY010000011.1_23	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0432_1
NZ_KQ961872.1_154	GCF_001563665.1_ASM156366v1_genomic	F0432_1
NZ_NBMV01000002.1_87	GCF_002894085.1_ASM289408v1_genomic	F0432_1
NZ_NBMV01000035.1_1	GCF_002894085.1_ASM289408v1_genomic	F0432_2
CALTUY010000003.1_22	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0432_3
NZ_KQ961867.1_101	GCF_001563665.1_ASM156366v1_genomic	F0432_3
NZ_NBMV01000001.1_13	GCF_002894085.1_ASM289408v1_genomic	F0432_3
CALTUY010000003.1_23	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0432_4
NZ_KQ961867.1_100	GCF_001563665.1_ASM156366v1_genomic	F0432_4
NZ_NBMV01000001.1_12	GCF_002894085.1_ASM289408v1_genomic	F0432_4
CALTUY010000036.1_7	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0570_1
NZ_KQ961872.1_35	GCF_001563665.1_ASM156366v1_genomic	F0570_1
NZ_NBMV01000002.1_202	GCF_002894085.1_ASM289408v1_genomic	F0570_1
CALTUY010000068.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0570_2
NZ_KQ961853.1_101	GCF_001563665.1_ASM156366v1_genomic	F0570_2
NZ_NBMV01000001.1_386	GCF_002894085.1_ASM289408v1_genomic	F0570_2
NZ_NBMV01000021.1_1	GCF_002894085.1_ASM289408v1_genomic	F0570_3
CALTUY010000064.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0570_4
NZ_KQ961874.1_1	GCF_001563665.1_ASM156366v1_genomic	F0570_4
NZ_NBMV01000001.1_647	GCF_002894085.1_ASM289408v1_genomic	F0570_4
CALTUY010000001.1_56	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0162_1
NZ_KQ961862.1_22	GCF_001563665.1_ASM156366v1_genomic	F0162_1
NZ_NBMV01000001.1_281	GCF_002894085.1_ASM289408v1_genomic	F0162_1
NZ_NBMV01000004.1_1	GCF_002894085.1_ASM289408v1_genomic	F0162_1
NZ_KQ961850.1_101	GCF_001563665.1_ASM156366v1_genomic	F0162_2
NZ_KQ961861.1_1	GCF_001563665.1_ASM156366v1_genomic	F0162_2
CALTUY010000001.1_59	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0162_3
NZ_KQ961854.1_4	GCF_001563665.1_ASM156366v1_genomic	F0162_3
NZ_NBMV01000004.1_4	GCF_002894085.1_ASM289408v1_genomic	F0162_3
CALTUY010000001.1_9	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0259_1
NZ_KQ961850.1_54	GCF_001563665.1_ASM156366v1_genomic	F0259_1
NZ_NBMV01000001.1_234	GCF_002894085.1_ASM289408v1_genomic	F0259_1
CALTUY010000032.1_9	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0259_2
NZ_KQ961866.1_30	GCF_001563665.1_ASM156366v1_genomic	F0259_2
NZ_NBMV01000002.1_330	GCF_002894085.1_ASM289408v1_genomic	F0259_2
CALTUY010000021.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0259_3
NZ_KQ961853.1_166	GCF_001563665.1_ASM156366v1_genomic	F0259_3
NZ_NBMV01000001.1_321	GCF_002894085.1_ASM289408v1_genomic	F0259_3
CALTUY010000020.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0425_1
NZ_KQ961867.1_64	GCF_001563665.1_ASM156366v1_genomic	F0425_1
NZ_NBMV01000002.1_21	GCF_002894085.1_ASM289408v1_genomic	F0425_1
CALTUY010000003.1_11	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0425_2
NZ_KQ961847.1_34	GCF_001563665.1_ASM156366v1_genomic	F0425_2
NZ_NBMV01000001.1_24	GCF_002894085.1_ASM289408v1_genomic	F0425_2
CALTUY010000005.1_25	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0425_3
NZ_KQ961850.1_25	GCF_001563665.1_ASM156366v1_genomic	F0425_3
NZ_NBMV01000001.1_204	GCF_002894085.1_ASM289408v1_genomic	F0425_3
CALTUY010000057.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0551_1
NZ_KQ961853.1_82	GCF_001563665.1_ASM156366v1_genomic	F0551_1
NZ_NBMV01000001.1_409	GCF_002894085.1_ASM289408v1_genomic	F0551_1
CALTUY010000007.1_13	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0551_2
NZ_KQ961872.1_20	GCF_001563665.1_ASM156366v1_genomic	F0551_2
NZ_NBMV01000002.1_217	GCF_002894085.1_ASM289408v1_genomic	F0551_2
CALTUY010000057.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0551_3
NZ_KQ961853.1_83	GCF_001563665.1_ASM156366v1_genomic	F0551_3
NZ_NBMV01000001.1_408	GCF_002894085.1_ASM289408v1_genomic	F0551_3
CALTUY010000001.1_61	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0829_1
NZ_KQ961862.1_20	GCF_001563665.1_ASM156366v1_genomic	F0829_1
NZ_NBMV01000001.1_283	GCF_002894085.1_ASM289408v1_genomic	F0829_1
CALTUY010000011.1_24	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0829_2
NZ_KQ961872.1_155	GCF_001563665.1_ASM156366v1_genomic	F0829_2
NZ_NBMV01000002.1_86	GCF_002894085.1_ASM289408v1_genomic	F0829_2
CALTUY010000010.1_22	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0829_3
NZ_KQ961847.1_17	GCF_001563665.1_ASM156366v1_genomic	F0829_3
NZ_NBMV01000001.1_40	GCF_002894085.1_ASM289408v1_genomic	F0829_3
CALTUY010000039.1_5	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0946_1
NZ_KQ961866.1_17	GCF_001563665.1_ASM156366v1_genomic	F0946_1
NZ_NBMV01000002.1_342	GCF_002894085.1_ASM289408v1_genomic	F0946_1
CALTUY010000027.1_10	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0946_2
NZ_KQ961862.1_2	GCF_001563665.1_ASM156366v1_genomic	F0946_2
NZ_NBMV01000001.1_301	GCF_002894085.1_ASM289408v1_genomic	F0946_2
CALTUY010000002.1_39	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0946_3
NZ_KQ961849.1_4	GCF_001563665.1_ASM156366v1_genomic	F0946_3
NZ_NBMV01000001.1_123	GCF_002894085.1_ASM289408v1_genomic	F0946_3
CALTUY010000088.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0956_1
NZ_KQ961853.1_105	GCF_001563665.1_ASM156366v1_genomic	F0956_1
NZ_NBMV01000001.1_382	GCF_002894085.1_ASM289408v1_genomic	F0956_1
CALTUY010000004.1_36	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0956_2
NZ_KQ961857.1_40	GCF_001563665.1_ASM156366v1_genomic	F0956_2
NZ_NBMV01000001.1_529	GCF_002894085.1_ASM289408v1_genomic	F0956_2
CALTUY010000062.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0956_3
NZ_KQ961853.1_22	GCF_001563665.1_ASM156366v1_genomic	F0956_3
NZ_NBMV01000001.1_469	GCF_002894085.1_ASM289408v1_genomic	F0956_3
CALTUY010000023.1_2	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F1005_1
NZ_KQ961866.1_12	GCF_001563665.1_ASM156366v1_genomic	F1005_1
NZ_NBMV01000002.1_347	GCF_002894085.1_ASM289408v1_genomic	F1005_1
CALTUY010000046.1_3	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F1005_2
NZ_KQ961857.1_157	GCF_001563665.1_ASM156366v1_genomic	F1005_2
NZ_NBMV01000001.1_641	GCF_002894085.1_ASM289408v1_genomic	F1005_2
CALTUY010000002.1_34	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F1005_3
NZ_KQ961849.1_9	GCF_001563665.1_ASM156366v1_genomic	F1005_3
NZ_NBMV01000001.1_128	GCF_002894085.1_ASM289408v1_genomic	F1005_3
CALTUY010000030.1_14	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0147_1
NZ_KQ961853.1_18	GCF_001563665.1_ASM156366v1_genomic	F0147_1
NZ_NBMV01000001.1_473	GCF_002894085.1_ASM289408v1_genomic	F0147_1
CALTUY010000011.1_1	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0147_2
NZ_KQ961872.1_134	GCF_001563665.1_ASM156366v1_genomic	F0147_2
NZ_NBMV01000002.1_107	GCF_002894085.1_ASM289408v1_genomic	F0147_2
CALTUY010000070.1_6	GCA_943912865.1_AZGAGYjCwe_bin.11.MAG_genomic	F0147_3
